genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[10751, 35, 14]",21972,en,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",15.547,2002-07-03,Like Mike,6.09,463
"[16, 28, 878]",16157,ja,"In UC 0093, the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space, Char Aznable reappears out of self-imposed hiding with a declaration that he now commands his own Neo-Zeon movement, and intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.",15.545,1988-03-12,Mobile Suit Gundam: Char's Counterattack,7.0,50
"[53, 9648, 27, 80]",15714,en,A forensic psychologist must determine if a minor should be charged with murder.,15.543,2006-08-03,Like Minds,6.385,100
"[27, 14, 18]",795853,en,"In the depths of an ancient forest, something has been growing. Something older than humanity itself, and perhaps greater too. When a park ranger discovers a man and his son living wild, she stumbles onto a secret that is about to change the world.",15.54,2021-06-18,Gaia,5.934,174
"[10751, 12, 28, 35]",18885,en,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",15.54,1994-02-25,3 Ninjas Kick Back,5.552,269
"[27, 53]",126277,en,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.,15.539,2013-01-11,American Mary,6.1,462
[],1137421,en,"Linda gets a job in a post office, but her tall tales soon raise suspicions.",15.538,2023-11-18,Linda,0.0,0
"[10751, 14]",555457,en,A group of kids on holiday in Cornwall meet a magical creature on the beach with the power to grant wishes.,15.538,2020-04-03,Four Kids and It,6.179,81
"[28, 16, 18]",215180,ja,"After Nami steals the Going Merry, Roronoa Zoro, Usopp, and later Monkey D. Luffy and Sanji (along with Johnny and Yosaku) set after her and wind up in Cocoyasi Village, Nami's hometown ruled by the tyrannical fishman Arlong. It is here that Nami's past and true motives come to light.",15.537,2012-08-25,One Piece Episode of Nami: Tears of a Navigator and the Bonds of Friends,6.9,38
"[9648, 35, 80]",62046,en,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,15.537,2011-08-19,Flypaper,6.403,696
"[10752, 28, 53]",41244,cn,"The year is 1974. A young Hong Kong Chinese, Mark, travels to Saigon to make his fortune. There, he encounters a mysterious femme fatale, the lovely Kit. As he becomes more involved in her various underworld deals, a tragic romance develops. On the eve of the outbreak of war, Kit's past returns to endanger her, and Mark must risk everything for the one true love of his life.",15.537,1989-10-20,A Better Tomorrow III: Love and Death in Saigon,6.5,101
"[35, 10749, 14]",433310,en,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",15.536,2018-02-09,When We First Met,6.583,2205
"[28, 12, 35, 14, 878]",432985,ja,"In an era where aliens have invaded and taken over feudal Tokyo, a young samurai finds work however he can.",15.536,2017-07-14,Gintama,6.7,106
"[35, 10402, 10749, 878]",341689,en,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love.",15.536,2017-10-06,How to Talk to Girls at Parties,6.047,350
"[35, 80, 18]",2757,en,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",15.536,2002-12-06,Adaptation.,7.369,2272
"[28, 12, 14]",347096,en,"Fighting through creature-infested lands and pursued by bounty hunters, Marek and her company are in a race to recover all the shards of the Darkspore before it falls into the hands of an evil wizard.",15.534,2015-06-24,Mythica: The Darkspore,5.707,111
"[35, 10751]",27983,en,"When a widower with ten children marries a widow with eight, can the twenty of them ever come together as one big happy family?",15.534,1968-04-24,"Yours, Mine and Ours",6.736,127
"[10751, 14, 35]",454433,en,"Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns to the camp of his youth hoping to reignite his career. Instead, he finds inspiration in his ragtag bunch of rookie magicians.",15.533,2020-08-14,Magic Camp,6.879,190
[12],12539,fr,"Aristocrat Guillaume de Saint Preux leads a double life as a masked bandit known as the Black Tulip. The Black Tulip only robs rich aristocrats, so the local peasants regard him as a hero. Baron La Mouche is convinced Guillaume is the Tulip. During a robbery, he scars the Tulip's face, and hopes to use this to expose Guillaume, but Guillaume is one step ahead.",15.532,1964-02-28,The Black Tulip,6.304,102
"[28, 80, 18]",10126,en,"A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.",15.532,1988-04-15,Colors,6.512,411
"[37, 35, 10749]",6523,en,"Sam and George strike gold in Alaska. George sends Sam to Seattle to bring George's fiancé back to Alaska. Sam finds she is already married, and returns instead with Angel. Sam, after trying to get George and Angel together, finally romances Angel, who, in the meantime, is busy fighting off the advances of George's younger brother, Billy.",15.532,1960-11-07,North to Alaska,6.6,93
"[18, 28, 53]",853332,fr,"Kamal resolves to change his life for the better, and so leaves Belgium to help victims of the war in Syria. But when he arrives, he is forced to join a militia and is left stranded in Raqqa. Back home, his younger brother Nassim quickly becomes easy prey for radical recruiters, who promise to reunite him with his brother. Their mother, Leila, fights to protect the only thing she has left: her youngest son.",15.531,2022-08-31,Rebel,8.276,29
"[80, 18, 10749, 9648, 53]",12150,en,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",15.531,1989-09-15,Sea of Love,6.596,558
"[16, 35, 10751, 12]",308447,en,"The WWE comes to town in the new animated film teaming the Flintstones with Bedrock-ready versions of John Cena, Daniel Bryan and more.",15.528,2015-03-17,The Flintstones & WWE: Stone Age SmackDown!,6.978,92
"[35, 10751]",15189,en,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",15.527,2009-01-16,Hotel for Dogs,6.0,816
"[18, 80]",4946,fr,"Set in a magnificent villa near a sun-drenched St. Tropez, lovers Jean-Paul and Marianne are spending a happy, lazy summer holiday. Their only concern is to gratify their mutual passion - until the day when Marianne invites her former lover and his beautiful teenage daughter to spend a few days with them. From the first moment, a certain uneasiness and tension begin to develop between the four, which soon escalates in a dangerous love-game.",15.527,1969-01-31,The Swimming Pool,7.026,435
"[35, 10402, 10770]",44244,en,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",15.525,2010-09-17,Camp Rock 2: The Final Jam,6.331,1458
"[18, 10749, 10752]",15764,en,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",15.525,1982-12-08,Sophie's Choice,7.338,789
